Title,age,height,body_type,region_origin,sphere_of_employment,app_source,chat_channel,met,days_to_meet,sex_quality,emotional_comfort,chemistry,communication_style_match,relationship_outcome,activity
9671,31,200-210,muscular,NorthAmerica,it / tech,tinder,snapchat,0,,,,,,0,not active
5793,41,180-190,mediocre,SouthEurope,arts / media / design,tinder,whatsapp,1,7-15,4.0,3.0,1.0,3.0,1,active
9908,31,200-210,muscular,Africa,public sector / government,grindr,instagram dm,0,,,,,,0,not active
4791,21,170-180,athletic,CentralEurope,finance / banking / consulting,Hinge,instagram dm,1,15-30,4.0,4.0,4.0,4.0,2,active
2291,18,200-210,athletic,SouthEurope,education / academia,Bumble,snapchat,1,1-7,0.0,1.0,4.0,1.0,0,not active
9631,19,160-170,average,MiddleEast,it / tech,tinder,whatsapp,1,15-30,1.0,3.0,2.0,3.0,2,active
10683,33,190-200,average,CentralEurope,unemployed,other,whatsapp,1,7-15,4.0,5.0,5.0,4.0,2,active
6450,34,200-210,average,NorthAmerica,finance / banking / consulting,Bumble,whatsapp,1,7-15,5.0,2.0,4.0,2.0,1,not active
13285,32,180-190,athletic,SouthEurope,finance / banking / consulting,Hinge,snapchat,1,7-15,3.0,1.0,3.0,1.0,1,active
5031,33,200-210,athletic,Africa,public sector / government,instagram,whatsapp,1,7-15,4.0,2.0,5.0,2.0,1,active
8109,39,200-210,average,SouthEurope,healthcare / medicine,tinder,snapchat,0,,,,,,0,not active
8599,28,200-210,muscular,CentralEurope,self-employed,tinder,whatsapp,1,7-15,4.0,2.0,3.0,2.0,1,active
14756,34,160-170,slim,SouthEurope,unemployed,grindr,whatsapp,1,other,3.0,3.0,2.0,3.0,1,active
9469,33,160-170,muscular,SouthEurope,self-employed,grindr,instagram dm,1,1-7,3.0,5.0,1.0,5.0,1,active
735,36,180-190,athletic,CentralEurope,sales / marketing,grindr,grindr,1,7-15,0.0,1.0,4.0,1.0,0,not active
11050,29,180-190,average,Africa,finance / banking / consulting,grindr,whatsapp,1,7-15,3.0,5.0,3.0,5.0,1,active
356,25,180-190,athletic,SouthEurope,finance / banking / consulting,tinder,snapchat,1,1-7,4.0,3.0,1.0,3.0,2,active
6921,19,180-190,athletic,EasternEurope,finance / banking / consulting,tinder,snapchat,1,7-15,1.0,4.0,2.0,4.0,1,not active
1565,43,170-180,slim,SouthEurope,engineering / manufacturing,tinder,snapchat,1,1-7,4.0,4.0,3.0,4.0,1,not active
2798,30,180-190,mediocre,SouthAmerica,healthcare / medicine,tinder,whatsapp,1,1-7,4.0,5.0,4.0,5.0,1,not active
14895,40,180-190,mediocre,Asia,self-employed,instagram,instagram dm,1,1-7,3.0,2.0,1.0,3.0,2,active
14323,36,200-210,athletic,NorthAmerica,it / tech,tinder,snapchat,0,,,,,,0,not active
10099,44,180-190,athletic,NorthAmerica,finance / banking / consulting,Hinge,whatsapp,1,1-7,2.0,4.0,3.0,4.0,1,active
14683,28,200-210,muscular,Africa,service / hospitality,tinder,instagram dm,0,,,,,,0,not active
12281,30,170-180,average,EasternEurope,it / tech,tinder,tinder,1,7-15,3.0,2.0,4.0,2.0,1,active
12978,27,180-190,average,NorthAmerica,engineering / manufacturing,Hinge,telegram,1,15-30,3.0,1.0,2.0,1.0,0,not active
10516,40,180-190,average,SouthAmerica,engineering / manufacturing,tinder,tinder,1,15-30,3.0,5.0,4.0,5.0,2,active
8049,37,180-190,athletic,Africa,public sector / government,tinder,snapchat,1,7-15,3.0,1.0,2.0,1.0,0,not active
10668,44,160-170,average,MiddleEast,engineering / manufacturing,tinder,telegram,0,,,,,,0,not active
14808,41,200-210,athletic,NorthAmerica,service / hospitality,tinder,whatsapp,0,,,,,,1,not active
2176,34,190-200,average,NorthAmerica,sales / marketing,tinder,snapchat,1,30-90,5.0,4.0,5.0,4.0,2,active
13531,26,160-170,average,SouthEurope,service / hospitality,tinder,snapchat,0,,,,,,0,not active
2725,46,160-170,mediocre,EasternEurope,self-employed,grindr,instagram dm,1,30-90,0.0,4.0,1.0,5.0,2,active
859,47,170-180,slim,MiddleEast,finance / banking / consulting,grindr,whatsapp,0,,,,,,0,not active
11279,50,160-170,mediocre,EasternEurope,arts / media / design,tinder,telegram,0,,,,,,0,not active
9307,40,180-190,athletic,SouthAmerica,finance / banking / consulting,Hinge,snapchat,1,7-15,3.0,3.0,4.0,3.0,1,not active
1770,49,170-180,athletic,EasternEurope,finance / banking / consulting,grindr,grindr,1,7-15,2.0,5.0,1.0,5.0,1,not active
5857,25,180-190,athletic,NorthAmerica,arts / media / design,tinder,whatsapp,1,30-90,1.0,4.0,4.0,4.0,2,active
12273,42,180-190,muscular,EasternEurope,service / hospitality,Hinge,snapchat,1,7-15,0.0,2.0,4.0,2.0,1,not active
10197,50,200-210,athletic,EasternEurope,sales / marketing,tinder,snapchat,0,,,,,,0,not active
2716,34,190-200,muscular,CentralEurope,arts / media / design,tinder,whatsapp,1,1-7,1.0,3.0,3.0,3.0,1,not active
528,22,190-200,muscular,SouthEurope,engineering / manufacturing,tinder,instagram dm,1,7-15,4.0,3.0,3.0,2.0,2,active
168,21,180-190,average,WesternEurope,education / academia,Bumble,snapchat,1,1-7,2.0,2.0,2.0,2.0,2,active
8118,18,200-210,muscular,Africa,healthcare / medicine,tinder,snapchat,1,15-30,3.0,2.0,4.0,2.0,2,active
12720,23,190-200,athletic,NorthAmerica,finance / banking / consulting,tinder,snapchat,1,15-30,0.0,3.0,3.0,3.0,0,not active
8780,38,200-210,athletic,NorthAmerica,education / academia,Hinge,snapchat,1,7-15,1.0,3.0,2.0,2.0,1,not active
3682,49,200-210,muscular,Africa,healthcare / medicine,Hinge,snapchat,0,,,,,,0,not active
7638,32,200-210,muscular,Africa,arts / media / design,tinder,tinder,1,7-15,2.0,4.0,3.0,4.0,2,active
3925,32,200-210,athletic,EasternEurope,public sector / government,grindr,snapchat,0,,,,,,0,not active
541,20,200-210,athletic,SouthAmerica,finance / banking / consulting,Hinge,snapchat,1,7-15,5.0,4.0,4.0,4.0,1,not active
2222,50,190-200,average,NorthAmerica,engineering / manufacturing,instagram,whatsapp,1,1-7,3.0,3.0,2.0,3.0,1,not active
12755,49,190-200,athletic,MiddleEast,arts / media / design,tinder,snapchat,0,,,,,,0,not active
5583,34,190-200,athletic,Africa,education / academia,Bumble,snapchat,1,1-7,4.0,4.0,1.0,4.0,1,active
1938,51,200-210,muscular,CentralEurope,public sector / government,grindr,instagram dm,0,,,,,,0,not active
12726,26,170-180,muscular,EasternEurope,unemployed,Hinge,snapchat,1,7-15,4.0,2.0,3.0,2.0,2,active
9331,25,180-190,athletic,Africa,finance / banking / consulting,grindr,snapchat,0,,,,,,0,not active
9813,21,160-170,mediocre,MiddleEast,it / tech,tinder,instagram dm,0,,,,,,0,not active
815,40,180-190,muscular,SouthAmerica,sales / marketing,tinder,tinder,1,7-15,2.0,1.0,2.0,1.0,0,not active
7121,34,190-200,athletic,CentralEurope,it / tech,tinder,whatsapp,1,15-30,3.0,2.0,5.0,2.0,1,active
5777,34,170-180,overweight,EasternEurope,it / tech,Hinge,instagram dm,1,7-15,5.0,3.0,1.0,3.0,1,active
11282,25,180-190,muscular,NorthAmerica,sales / marketing,tinder,snapchat,1,15-30,3.0,5.0,4.0,5.0,1,active
3375,50,170-180,average,SouthEurope,unemployed,instagram,instagram dm,0,,,,,,0,not active
3057,27,160-170,athletic,EasternEurope,healthcare / medicine,tinder,tinder,0,,,,,,0,not active
6745,23,190-200,athletic,WesternEurope,service / hospitality,tinder,snapchat,1,7-15,1.0,4.0,5.0,5.0,1,active
4108,20,200-210,athletic,MiddleEast,healthcare / medicine,Hinge,snapchat,1,1-7,2.0,2.0,2.0,2.0,0,not active
6801,38,170-180,athletic,NorthAmerica,finance / banking / consulting,Hinge,snapchat,1,7-15,1.0,1.0,4.0,1.0,0,not active
666,51,180-190,average,EasternEurope,unemployed,Hinge,snapchat,0,,,,,,1,active
9160,45,180-190,athletic,WesternEurope,finance / banking / consulting,Hinge,tinder,0,,,,,,0,not active
8624,43,180-190,muscular,Africa,sales / marketing,grindr,snapchat,1,7-15,0.0,5.0,1.0,5.0,0,not active
3963,28,170-180,mediocre,Africa,it / tech,tinder,tinder,1,1-7,3.0,4.0,4.0,4.0,0,not active
8806,48,200-210,athletic,Africa,arts / media / design,tinder,snapchat,0,,,,,,0,not active
13455,26,160-170,muscular,MiddleEast,service / hospitality,tinder,instagram dm,0,,,,,,1,active
9226,26,170-180,overweight,EasternEurope,public sector / government,grindr,grindr,1,15-30,2.0,3.0,3.0,3.0,1,active
10560,26,170-180,athletic,Asia,finance / banking / consulting,Hinge,telegram,0,,,,,,0,not active
6725,49,190-200,muscular,EasternEurope,finance / banking / consulting,grindr,instagram dm,1,7-15,2.0,5.0,1.0,5.0,2,active
237,45,190-200,athletic,Africa,finance / banking / consulting,Hinge,whatsapp,1,15-30,4.0,5.0,1.0,5.0,1,active
5792,33,200-210,average,NorthAmerica,education / academia,tinder,whatsapp,1,1-7,3.0,2.0,3.0,2.0,2,active
695,42,190-200,athletic,Asia,unemployed,tinder,snapchat,1,1-7,2.0,5.0,1.0,5.0,1,active
8944,25,200-210,athletic,WesternEurope,healthcare / medicine,tinder,whatsapp,0,,,,,,1,active
9051,48,170-180,athletic,EasternEurope,finance / banking / consulting,Hinge,whatsapp,0,,,,,,1,active
12342,36,190-200,muscular,CentralEurope,public sector / government,tinder,whatsapp,1,7-15,1.0,1.0,4.0,1.0,0,not active
13119,50,160-170,average,EasternEurope,engineering / manufacturing,tinder,tinder,1,15-30,3.0,3.0,3.0,3.0,0,not active
3696,46,200-210,muscular,Africa,sales / marketing,tinder,instagram dm,1,7-15,4.0,2.0,2.0,2.0,1,active
5444,40,160-170,average,CentralEurope,service / hospitality,tinder,snapchat,1,15-30,5.0,3.0,3.0,3.0,1,active
2601,24,170-180,muscular,Africa,finance / banking / consulting,instagram,instagram dm,0,,,,,,0,not active
11950,48,200-210,athletic,Africa,finance / banking / consulting,Hinge,grindr,0,,,,,,0,not active
11289,47,190-200,athletic,NorthAmerica,healthcare / medicine,tinder,snapchat,1,7-15,2.0,5.0,2.0,5.0,2,active
7028,52,200-210,athletic,SouthAmerica,healthcare / medicine,Bumble,other,0,,,,,,0,not active
8023,23,170-180,muscular,Africa,other,tinder,snapchat,0,,,,,,0,not active
13887,24,190-200,athletic,Africa,other,grindr,instagram dm,1,15-30,2.0,3.0,2.0,2.0,0,not active
555,42,200-210,average,NorthAmerica,unemployed,tinder,whatsapp,1,1-7,3.0,4.0,3.0,4.0,1,active
12186,26,170-180,muscular,WesternEurope,healthcare / medicine,Bumble,snapchat,1,7-15,2.0,3.0,2.0,2.0,1,not active
10337,30,200-210,average,Africa,self-employed,Bumble,snapchat,0,,,,,,0,not active
9552,52,200-210,athletic,Africa,finance / banking / consulting,grindr,other,1,1-7,3.0,5.0,3.0,5.0,1,not active
11511,25,200-210,average,Africa,sales / marketing,grindr,grindr,0,,,,,,0,not active
12623,38,190-200,muscular,WesternEurope,engineering / manufacturing,tinder,instagram dm,1,15-30,3.0,5.0,2.0,4.0,2,active
5527,47,180-190,slim,CentralEurope,finance / banking / consulting,instagram,snapchat,1,7-15,4.0,4.0,4.0,4.0,1,not active
6889,19,200-210,muscular,Africa,service / hospitality,tinder,snapchat,0,,,,,,0,not active
12515,35,180-190,slim,SouthEurope,it / tech,instagram,snapchat,1,15-30,4.0,2.0,2.0,2.0,2,active
2085,21,190-200,muscular,NorthAmerica,engineering / manufacturing,tinder,whatsapp,1,7-15,4.0,2.0,4.0,2.0,1,not active
2743,27,160-170,slim,Africa,it / tech,tinder,whatsapp,1,15-30,4.0,3.0,1.0,3.0,2,active
13326,43,170-180,muscular,NorthAmerica,education / academia,Bumble,whatsapp,1,1-7,2.0,4.0,4.0,4.0,1,not active
12479,35,160-170,average,MiddleEast,engineering / manufacturing,grindr,whatsapp,1,15-30,4.0,1.0,4.0,1.0,2,active
11462,40,190-200,muscular,Africa,sales / marketing,tinder,snapchat,1,15-30,4.0,5.0,2.0,5.0,1,active
4194,30,180-190,mediocre,NorthAmerica,service / hospitality,tinder,snapchat,0,,,,,,0,not active
6169,43,200-210,muscular,NorthAmerica,engineering / manufacturing,grindr,snapchat,0,,,,,,0,not active
6253,23,170-180,slim,SouthAmerica,student,tinder,instagram dm,1,1-7,0.0,5.0,2.0,5.0,1,active
13620,31,180-190,mediocre,WesternEurope,service / hospitality,grindr,whatsapp,0,,,,,,0,not active
4010,18,170-180,muscular,CentralEurope,service / hospitality,Hinge,snapchat,1,15-30,5.0,1.0,2.0,1.0,1,active
1744,50,170-180,athletic,SouthAmerica,education / academia,Bumble,instagram dm,0,,,,,,0,not active
5448,30,160-170,mediocre,WesternEurope,healthcare / medicine,Bumble,tinder,1,1-7,3.0,2.0,4.0,2.0,1,not active
2688,22,170-180,athletic,WesternEurope,finance / banking / consulting,Bumble,instagram dm,0,,,,,,1,not active
11881,45,160-170,average,Asia,self-employed,grindr,whatsapp,1,1-7,4.0,3.0,3.0,3.0,2,active
9889,38,160-170,slim,MiddleEast,self-employed,Hinge,snapchat,0,,,,,,1,not active
10314,34,180-190,average,WesternEurope,healthcare / medicine,tinder,snapchat,1,15-30,2.0,3.0,2.0,3.0,1,active
6086,19,200-210,muscular,Asia,arts / media / design,instagram,whatsapp,1,1-7,3.0,2.0,2.0,2.0,1,not active
7216,30,160-170,slim,CentralEurope,it / tech,tinder,whatsapp,1,1-7,5.0,1.0,3.0,1.0,2,active
8648,25,160-170,slim,Asia,service / hospitality,other,instagram dm,0,,,,,,0,not active
1995,39,160-170,average,SouthAmerica,sales / marketing,instagram,whatsapp,1,1-7,4.0,4.0,2.0,4.0,0,not active
3756,30,190-200,muscular,CentralEurope,public sector / government,Bumble,snapchat,0,,,,,,1,active
9804,34,160-170,average,CentralEurope,healthcare / medicine,tinder,snapchat,1,7-15,3.0,1.0,4.0,1.0,1,active
13414,36,170-180,muscular,Africa,engineering / manufacturing,tinder,instagram dm,1,30-90,1.0,1.0,2.0,1.0,0,not active
12880,19,200-210,average,WesternEurope,public sector / government,tinder,instagram dm,0,,,,,,0,not active
1354,44,160-170,slim,WesternEurope,engineering / manufacturing,tinder,snapchat,0,,,,,,0,not active
12740,45,170-180,athletic,MiddleEast,it / tech,tinder,snapchat,0,,,,,,0,not active
7633,31,190-200,average,NorthAmerica,self-employed,Bumble,snapchat,0,,,,,,0,not active
1119,34,180-190,average,Africa,finance / banking / consulting,tinder,whatsapp,1,7-15,1.0,2.0,1.0,2.0,0,not active
14576,32,170-180,overweight,WesternEurope,service / hospitality,grindr,snapchat,1,7-15,3.0,5.0,4.0,5.0,2,active
12134,33,190-200,athletic,Asia,self-employed,tinder,whatsapp,1,7-15,0.0,3.0,2.0,3.0,1,active
5489,44,180-190,average,NorthAmerica,self-employed,tinder,snapchat,1,7-15,1.0,4.0,2.0,4.0,1,not active
13087,19,180-190,overweight,Africa,healthcare / medicine,Hinge,snapchat,1,1-7,2.0,5.0,1.0,5.0,1,active
2780,30,200-210,athletic,SouthEurope,healthcare / medicine,Bumble,whatsapp,1,7-15,5.0,2.0,5.0,3.0,2,active
9090,45,190-200,athletic,MiddleEast,service / hospitality,tinder,snapchat,1,7-15,3.0,5.0,4.0,5.0,1,not active
4954,31,190-200,muscular,CentralEurope,engineering / manufacturing,Hinge,whatsapp,0,,,,,,1,active
7716,46,200-210,average,NorthAmerica,healthcare / medicine,tinder,other,1,30-90,1.0,4.0,1.0,4.0,2,active
8607,21,200-210,muscular,NorthAmerica,education / academia,Bumble,instagram dm,1,7-15,1.0,2.0,4.0,2.0,1,active
6386,24,170-180,mediocre,SouthAmerica,public sector / government,grindr,whatsapp,0,,,,,,1,active
2947,32,160-170,athletic,Asia,unemployed,grindr,grindr,1,15-30,2.0,4.0,1.0,4.0,1,not active
3937,46,180-190,average,Africa,public sector / government,tinder,snapchat,1,7-15,5.0,4.0,1.0,4.0,2,active
12932,19,180-190,slim,SouthEurope,education / academia,tinder,snapchat,1,7-15,3.0,4.0,3.0,4.0,2,active
8932,21,190-200,muscular,NorthAmerica,service / hospitality,tinder,whatsapp,1,1-7,3.0,2.0,4.0,2.0,2,active
10613,32,190-200,muscular,CentralEurope,it / tech,tinder,tinder,1,7-15,1.0,3.0,4.0,3.0,1,active
9119,48,180-190,mediocre,Africa,public sector / government,tinder,instagram dm,1,7-15,1.0,4.0,1.0,4.0,1,not active
3978,26,170-180,overweight,EasternEurope,arts / media / design,tinder,snapchat,0,,,,,,0,not active
4070,50,190-200,average,WesternEurope,healthcare / medicine,tinder,snapchat,1,1-7,3.0,5.0,1.0,5.0,2,active
7609,22,170-180,mediocre,WesternEurope,self-employed,instagram,instagram dm,1,1-7,3.0,1.0,3.0,1.0,1,active
6611,47,190-200,average,WesternEurope,sales / marketing,Bumble,snapchat,0,,,,,,0,not active
13962,33,170-180,athletic,CentralEurope,sales / marketing,tinder,tinder,1,7-15,4.0,3.0,3.0,3.0,2,active
9749,29,200-210,muscular,Africa,student,tinder,instagram dm,0,,,,,,0,not active
6088,23,200-210,athletic,NorthAmerica,other,instagram,instagram dm,0,,,,,,0,not active
288,49,170-180,overweight,MiddleEast,it / tech,instagram,snapchat,1,7-15,5.0,2.0,3.0,2.0,1,active
14006,37,180-190,athletic,Africa,public sector / government,grindr,instagram dm,1,7-15,3.0,3.0,4.0,3.0,2,active
4589,31,160-170,average,EasternEurope,public sector / government,Hinge,whatsapp,1,7-15,5.0,3.0,2.0,3.0,1,active
1164,40,160-170,mediocre,SouthAmerica,finance / banking / consulting,tinder,tinder,1,30-90,1.0,5.0,3.0,5.0,2,active
9135,47,190-200,muscular,Africa,public sector / government,tinder,whatsapp,1,7-15,4.0,2.0,3.0,2.0,1,active
3383,21,170-180,average,EasternEurope,it / tech,tinder,snapchat,0,,,,,,0,not active
11298,33,180-190,average,EasternEurope,public sector / government,Hinge,whatsapp,0,,,,,,0,not active
13623,34,170-180,mediocre,NorthAmerica,healthcare / medicine,Hinge,whatsapp,1,7-15,2.0,5.0,3.0,5.0,1,not active
5553,31,160-170,average,MiddleEast,sales / marketing,grindr,instagram dm,1,15-30,3.0,4.0,5.0,4.0,2,active
4131,46,180-190,average,Africa,education / academia,Bumble,instagram dm,1,7-15,2.0,5.0,1.0,5.0,1,not active
7088,34,190-200,average,SouthEurope,finance / banking / consulting,Bumble,snapchat,1,1-7,1.0,3.0,5.0,3.0,1,not active
10564,21,170-180,mediocre,CentralEurope,public sector / government,grindr,snapchat,0,,,,,,0,not active
10731,50,180-190,mediocre,Africa,service / hospitality,tinder,whatsapp,0,,,,,,0,not active
3985,40,170-180,athletic,Asia,arts / media / design,tinder,snapchat,1,7-15,2.0,3.0,3.0,3.0,0,not active
11646,48,190-200,athletic,Asia,arts / media / design,tinder,snapchat,0,,,,,,0,not active
6885,52,180-190,mediocre,Africa,it / tech,tinder,instagram dm,1,15-30,3.0,4.0,4.0,4.0,1,active
9027,38,200-210,muscular,NorthAmerica,arts / media / design,Hinge,snapchat,1,7-15,1.0,4.0,4.0,4.0,1,active
10843,42,200-210,muscular,CentralEurope,arts / media / design,grindr,whatsapp,1,15-30,4.0,4.0,1.0,5.0,1,active
6012,48,170-180,average,Asia,healthcare / medicine,Hinge,whatsapp,0,,,,,,0,not active
13656,42,200-210,average,Africa,healthcare / medicine,tinder,snapchat,1,other,4.0,5.0,3.0,5.0,2,active
8522,29,170-180,average,CentralEurope,sales / marketing,grindr,instagram dm,1,7-15,4.0,3.0,3.0,2.0,2,active
10711,18,170-180,mediocre,CentralEurope,arts / media / design,Bumble,snapchat,1,7-15,2.0,1.0,5.0,1.0,1,active
10175,22,180-190,athletic,CentralEurope,engineering / manufacturing,tinder,instagram dm,1,1-7,3.0,5.0,4.0,5.0,2,active
13893,20,190-200,muscular,Africa,healthcare / medicine,Bumble,whatsapp,1,7-15,0.0,4.0,3.0,4.0,1,active
10340,41,190-200,athletic,Africa,sales / marketing,tinder,snapchat,1,1-7,1.0,5.0,1.0,5.0,1,active
233,46,160-170,average,MiddleEast,sales / marketing,tinder,whatsapp,0,,,,,,0,not active
14232,37,160-170,athletic,EasternEurope,service / hospitality,Bumble,whatsapp,1,1-7,3.0,4.0,2.0,4.0,1,not active
13762,49,170-180,mediocre,NorthAmerica,sales / marketing,grindr,snapchat,0,,,,,,0,not active
14952,47,200-210,athletic,NorthAmerica,service / hospitality,grindr,other,0,,,,,,0,not active
27,21,190-200,athletic,MiddleEast,unemployed,Bumble,snapchat,1,15-30,1.0,2.0,3.0,2.0,1,active
12202,43,180-190,athletic,Africa,sales / marketing,tinder,whatsapp,1,1-7,2.0,4.0,2.0,4.0,1,active
11840,40,190-200,muscular,WesternEurope,sales / marketing,tinder,whatsapp,1,7-15,3.0,4.0,1.0,4.0,1,active
8437,47,180-190,mediocre,CentralEurope,arts / media / design,grindr,grindr,1,15-30,4.0,2.0,1.0,3.0,2,active
14363,43,190-200,muscular,NorthAmerica,engineering / manufacturing,tinder,telegram,1,15-30,2.0,3.0,2.0,3.0,1,not active
1101,24,200-210,average,MiddleEast,public sector / government,tinder,whatsapp,1,1-7,4.0,3.0,2.0,3.0,1,active
4675,34,170-180,slim,Asia,public sector / government,tinder,snapchat,1,7-15,2.0,1.0,3.0,1.0,0,not active
9063,37,180-190,athletic,MiddleEast,public sector / government,tinder,snapchat,1,7-15,2.0,2.0,2.0,2.0,1,active
9582,32,180-190,overweight,Africa,self-employed,grindr,whatsapp,1,7-15,2.0,5.0,4.0,5.0,1,not active
9002,45,160-170,athletic,MiddleEast,student,tinder,snapchat,1,7-15,2.0,5.0,1.0,5.0,1,active
9406,37,200-210,athletic,Africa,arts / media / design,tinder,snapchat,1,7-15,3.0,2.0,3.0,2.0,1,active
13746,37,190-200,average,Africa,healthcare / medicine,Hinge,instagram dm,1,1-7,0.0,4.0,1.0,3.0,1,not active
14832,28,160-170,slim,EasternEurope,finance / banking / consulting,tinder,instagram dm,1,7-15,4.0,3.0,5.0,3.0,2,active
